"Year","County","Ag.District","CATTLE..COWS..BEEF...INVENTORY","CATTLE..COWS..MILK...INVENTORY","Turkeys","CPI","CORN..GRAIN...YIELD..MEASURED.IN.BU...ACRE","CORN..SILAGE...YIELD..MEASURED.IN.TONS...ACRE","SOYBEANS...YIELD..MEASURED.IN.BU...ACRE","SUGARBEETS...YIELD..MEASURED.IN.TONS...ACRE","Urea..46.0.0.","Potash..0.0.60.","Monammonium.Phosphate..MAP...11.52.0.","Diammonium.Phosphate..DAP...18.46.0.","Ammonia..82.0.0.","Estimated.Value.Per.Acre","Hogs","Feed_cows","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","Beef_cows_total_poop_lb","Beef_cows_total_N","Beef_cows_total_P","Beef_cows_total_K","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K"
2016,"red lake","NORTHWEST",2900,700,NA,73,171.4,21.5,44.5,NA,5117,4961,2316,174,3206,1896,1862,1310,39060000,254520,131040,143640,56376000,417600,417600,417600,25466400,188640,188640,188640,9920736,113954.4,4021.92,60328.8
2016,"roseau","NORTHWEST",6600,1400,NA,52,NA,NA,35.3,NA,13581,9127,7910,0,1177,929,8529,667,78120000,509040,262080,287280,128304000,950400,950400,950400,12966480,96048,96048,96048,45442512,521974.8,18422.64,276339.6
2016,"blue earth","SOUTH CENTRAL",1500,600,NA,80,190.7,NA,58.8,NA,8137,14606,9850,477,4283,7773,554230,4014,33480000,218160,112320,123120,29160000,216000,216000,216000,78032160,578016,578016,578016,2952937440,33918876,1197136.8,17957052
2016,"brown","SOUTH CENTRAL",2200,4900,NA,82,191.2,NA,53.2,21.1,31703,19535,291,22924,6453,8127,218163,20570,273420000,1781640,917280,1005480,42768000,316800,316800,316800,399880800,2962080,2962080,2962080,1162372464,13351575.6,471232.08,7068481.2
2016,"faribault","SOUTH CENTRAL",1500,1500,NA,87,208.5,NA,63.5,NA,4746,15007,7999,993,12498,7352,249759,4584,83700000,545400,280800,307800,29160000,216000,216000,216000,89112960,660096,660096,660096,1330715952,15285250.8,539479.44,8092191.6
2016,"freeborn","SOUTH CENTRAL",2400,900,NA,84,193.7,NA,59.2,NA,8589,15942,2759,5684,9712,6852,324837,8837,50220000,327240,168480,184680,46656000,345600,345600,345600,171791280,1272528,1272528,1272528,1730731536,19880024.4,701647.92,10524718.8
2016,"le sueur","SOUTH CENTRAL",1600,3500,NA,78,196.2,NA,56.9,NA,1240,1165,26,886,8470,6933,135687,8273,195300000,1272600,655200,718200,31104000,230400,230400,230400,160827120,1191312,1191312,1191312,722940336,8304044.4,293083.92,4396258.8
2016,"martin","SOUTH CENTRAL",1400,500,NA,87,207.6,NA,60.8,NA,4937,13924,11108,899,7427,7482,812229,6093,27900000,181800,93600,102600,27216000,201600,201600,201600,118447920,877392,877392,877392,4327556112,49708414.8,1754414.64,26316219.6
2016,"nicollet","SOUTH CENTRAL",1100,10900,NA,81,209.4,NA,61.1,NA,5704,3475,1000,2875,4049,8855,268330,6218,608220000,3963240,2040480,2236680,21384000,158400,158400,158400,120877920,895392,895392,895392,1429662240,16421796,579592.8,8693892
2016,"rice","SOUTH CENTRAL",3600,6600,NA,73,188.3,NA,57.9,NA,4535,4303,944,701,1668,6374,62285,1705,368280000,2399760,1235520,1354320,69984000,518400,518400,518400,33145200,245520,245520,245520,331854480,3811842,134535.6,2018034
2016,"steele","SOUTH CENTRAL",1800,3100,NA,84,201.4,NA,59.2,NA,10526,12014,3932,939,3550,6827,167773,678,172980000,1127160,580320,636120,34992000,259200,259200,259200,13180320,97632,97632,97632,893894544,10267707.6,362389.68,5435845.2
2016,"waseca","SOUTH CENTRAL",1200,1800,NA,83,204.6,NA,61,NA,7611,9910,4194,686,7311,7204,243998,5523,100440000,654480,336960,369360,23328000,172800,172800,172800,107367120,795312,795312,795312,1300021344,14932677.6,527035.68,7905535.2
2016,"watonwan","SOUTH CENTRAL",800,300,NA,83,187.4,NA,58.5,NA,6528,7747,4259,171,6178,7196,183618,3779,16740000,109080,56160,61560,15552000,115200,115200,115200,73463760,544176,544176,544176,978316704,11237421.6,396614.88,5949223.2
2016,"dakota","SOUTHEAST",2000,4000,NA,57,195.9,NA,58.3,NA,9083,9361,838,4468,4988,8191,32683,10614,223200000,1454400,748800,820800,38880000,288000,288000,288000,206336160,1528416,1528416,1528416,174135024,2000199.6,70595.28,1058929.2
2016,"dodge","SOUTHEAST",1500,4800,NA,88,203,NA,58.7,NA,3188,5616,1874,52,3529,7208,163874,3934,267840000,1745280,898560,984960,29160000,216000,216000,216000,76476960,566496,566496,566496,873120672,10029088.8,353967.84,5309517.6
2016,"fillmore","SOUTHEAST",16700,11500,NA,68,198.2,23.5,57.8,NA,11119,12305,2383,3649,4771,5782,136778,11749,641700000,4181400,2152800,2359800,324648000,2404800,2404800,2404800,228400560,1691856,1691856,1691856,728753184,8370813.6,295440.48,4431607.2
2016,"goodhue","SOUTHEAST",6600,17400,NA,70,192.7,NA,60.4,NA,23214,32879,687,9522,8304,6355,143804,11695,970920000,6326640,3257280,3570480,128304000,950400,950400,950400,227350800,1684080,1684080,1684080,766187712,8800804.8,310616.64,4659249.6
2016,"houston","SOUTHEAST",7800,8800,NA,45,190.2,NA,56.2,NA,3659,4002,1378,961,755,4808,22428,5126,491040000,3199680,1647360,1805760,151632000,1123200,1123200,1123200,99649440,738144,738144,738144,119496384,1372593.6,48444.48,726667.2
2016,"mower","SOUTHEAST",2900,4200,NA,84,197.7,NA,58.2,NA,3912,10743,4249,555,9133,7109,330950,9512,234360000,1527120,786240,861840,56376000,417600,417600,417600,184913280,1369728,1369728,1369728,1763301600,20254140,714852,10722780
2016,"olmsted","SOUTHEAST",7800,9800,NA,71,195.4,NA,61.4,NA,4759,7285,888,1606,1769,6761,45300,9052,546840000,3563280,1834560,2010960,151632000,1123200,1123200,1123200,175970880,1303488,1303488,1303488,241358400,2772360,97848,1467720
2016,"wabasha","SOUTHEAST",6000,19900,NA,60,193.5,NA,61.1,NA,3192,4561,72,4439,2000,5517,8851,6849,1110420000,7235640,3725280,4083480,116640000,864000,864000,864000,133144560,986256,986256,986256,47158128,541681.2,19118.16,286772.4
2016,"winona","SOUTHEAST",7600,26000,NA,49,199.3,NA,59.8,NA,13190,10923,135,3082,1630,6254,36935,7881,1450800000,9453600,4867200,5335200,147744000,1094400,1094400,1094400,153206640,1134864,1134864,1134864,196789680,2260422,79779.6,1196694
2016,"cottonwood","SOUTHWEST",3000,800,NA,87,200.3,NA,59.3,NA,10258,9736,2400,10643,4180,7460,235636,15004,44640000,290880,149760,164160,58320000,432000,432000,432000,291677760,2160576,2160576,2160576,1255468608,14420923.2,508973.76,7634606.4
2016,"jackson","SOUTHWEST",NA,500,NA,87,194.1,NA,56.9,NA,4314,6068,1443,4659,3441,7838,245947,6247,27900000,181800,93600,102600,NA,NA,NA,NA,121441680,899568,899568,899568,1310405616,15051956.4,531245.52,7968682.8
2016,"lincoln","SOUTHWEST",5400,1800,NA,84,203.6,NA,58.2,NA,15863,6478,566,910,214,6426,93371,7171,100440000,654480,336960,369360,104976000,777600,777600,777600,139404240,1032624,1032624,1032624,497480688,5714305.2,201681.36,3025220.4
2016,"lyon","SOUTHWEST",4700,2600,NA,84,203.5,NA,58.9,NA,19357,10002,444,11166,4536,6940,158742,32155,145080000,945360,486720,533520,91368000,676800,676800,676800,625093200,4630320,4630320,4630320,845777376,9715010.4,342882.72,5143240.8
2016,"murray","SOUTHWEST",5000,3200,NA,86,200.4,NA,57.6,NA,17193,10888,81,12787,1798,6580,140599,20163,178560000,1163520,599040,656640,97200000,720000,720000,720000,391968720,2903472,2903472,2903472,749111472,8604658.8,303693.84,4555407.6
2016,"nobles","SOUTHWEST",3700,5900,NA,90,187.4,NA,54.3,NA,9891,9742,6021,1016,2592,7583,323679,38434,329220000,2145240,1104480,1210680,71928000,532800,532800,532800,747156960,5534496,5534496,5534496,1724561712,19809154.8,699146.64,10487199.6
2016,"pipestone","SOUTHWEST",9100,6100,NA,83,199.5,NA,57.7,NA,8665,4331,1704,1346,365,6710,267097,18215,340380000,2217960,1141920,1251720,176904000,1310400,1310400,1310400,354099600,2622960,2622960,2622960,1423092816,16346336.4,576929.52,8653942.8
2016,"redwood","SOUTHWEST",5000,1100,NA,85,202.8,NA,56.1,29.4,10831,9461,36,13206,8107,7250,179776,15606,61380000,399960,205920,225720,97200000,720000,720000,720000,303380640,2247264,2247264,2247264,957846528,11002291.2,388316.16,5824742.4
2016,"rock","SOUTHWEST",6400,3100,NA,85,201.2,NA,61.3,NA,12540,8447,2179,5339,1703,9971,291435,36821,172980000,1127160,580320,636120,124416000,921600,921600,921600,715800240,5302224,5302224,5302224,1552765680,17835822,629499.6,9442494
2016,"big stone","WEST CENTRAL",1600,400,NA,78,188.1,NA,51.3,NA,11227,3452,1104,1838,210,4636,41005,937,22320000,145440,74880,82080,31104000,230400,230400,230400,18215280,134928,134928,134928,218474640,2509506,88570.8,1328562
2016,"chippewa","WEST CENTRAL",NA,NA,NA,87,199.6,NA,52.3,29.5,14183,6195,831,7999,2866,6886,50200,3710,NA,NA,NA,NA,NA,NA,NA,NA,72122400,534240,534240,534240,267465600,3072240,108432,1626480
2016,"douglas","WEST CENTRAL",3000,4500,NA,67,188.7,NA,52,NA,5097,2449,12,2148,515,3406,1198,6851,251100000,1636200,842400,923400,58320000,432000,432000,432000,133183440,986544,986544,986544,6382944,73317.6,2587.68,38815.2
2016,"grant","WEST CENTRAL",NA,1500,NA,81,197.8,NA,50.3,31.3,22110,10781,3475,8248,4176,4967,23320,1478,83700000,545400,280800,307800,NA,NA,NA,NA,28732320,212832,212832,212832,124248960,1427184,50371.2,755568
2016,"lac qui parle","WEST CENTRAL",5400,300,NA,82,196.4,NA,56,NA,10847,6269,1159,5529,2715,5199,97508,4507,16740000,109080,56160,61560,104976000,777600,777600,777600,87616080,649008,649008,649008,519522624,5967489.6,210617.28,3159259.2
2016,"otter tail","WEST CENTRAL",17700,15300,NA,56,185.8,NA,47.9,31.7,15898,7726,5562,3345,411,2765,35547,8092,853740000,5563080,2864160,3139560,344088000,2548800,2548800,2548800,157308480,1165248,1165248,1165248,189394416,2175476.4,76781.52,1151722.8
2016,"pope","WEST CENTRAL",5300,4000,NA,65,194.4,NA,51.7,31.2,5409,4697,127,4026,2673,4370,76913,3674,223200000,1454400,748800,820800,103032000,763200,763200,763200,71422560,529056,529056,529056,409792464,4707075.6,166132.08,2491981.2
2016,"stevens","WEST CENTRAL",1700,24000,NA,83,205.2,23.5,52.2,33.1,10850,5584,2882,8745,4976,5876,186865,11844,1339200000,8726400,4492800,4924800,33048000,244800,244800,244800,230247360,1705536,1705536,1705536,995616720,11436138,403628.4,6054426
2016,"swift","WEST CENTRAL",2400,8700,NA,77,199.9,NA,55.5,30.5,10457,9996,1356,8396,4734,5588,13116,3871,485460000,3163320,1628640,1785240,46656000,345600,345600,345600,75252240,557424,557424,557424,69882048,802699.2,28330.56,424958.4
2016,"traverse","WEST CENTRAL",NA,NA,NA,87,194.7,NA,50.3,30.5,13436,3303,1099,5579,84,5163,16966,1863,NA,NA,NA,NA,NA,NA,NA,NA,36216720,268272,268272,268272,90394848,1038319.2,36646.56,549698.4
2016,"wilkin","WEST CENTRAL",600,700,NA,84,183.9,NA,44.1,31.9,21871,4612,4004,5122,725,4046,48,238,39060000,254520,131040,143640,11664000,86400,86400,86400,4626720,34272,34272,34272,255744,2937.6,103.68,1555.2
2016,"yellow medicine","WEST CENTRAL",3500,1500,NA,84,200,NA,55.8,28.5,16143,12232,3648,11059,6645,6220,120257,10879,83700000,545400,280800,307800,68040000,504000,504000,504000,211487760,1566576,1566576,1566576,640729296,7359728.4,259755.12,3896326.8
2017,"benton","CENTRAL",4700,10800,NA,57,153.9,NA,40.6,NA,1546,1733,84,376,489,3268,25398,3395,602640000,3926880,2021760,2216160,91368000,676800,676800,676800,65998800,488880,488880,488880,135320544,1554357.6,54859.68,822895.2
2017,"carver","CENTRAL",1800,7800,94,78,205.5,NA,53.5,NA,4217,2026,0,2377,474,7996,9908,4157,435240000,2836080,1460160,1600560,34992000,259200,259200,259200,80812080,598608,598608,598608,52789824,606369.6,21401.28,321019.2
2017,"kandiyohi","CENTRAL",3000,12800,2294399,77,201.2,NA,47.3,30.7,12817,6478,95,7933,3528,6089,85372,6374,714240000,4654080,2396160,2626560,58320000,432000,432000,432000,123910560,917856,917856,917856,454862016,5224766.4,184403.52,2766052.8
2017,"mcleod","CENTRAL",2000,7700,129,83,206.2,22.5,48.9,21.8,13117,4140,139,8566,756,6097,6901,4814,429660000,2799720,1441440,1580040,38880000,288000,288000,288000,93584160,693216,693216,693216,36768528,422341.2,14906.16,223592.4
2017,"meeker","CENTRAL",2800,8200,1041083,72,186.7,24,46.5,36,13050,9368,0,1960,4481,5343,5135,7743,457560000,2981520,1535040,1682640,54432000,403200,403200,403200,150523920,1114992,1114992,1114992,27359280,314262,11091.6,166374
2017,"morrison","CENTRAL",15300,27500,1477183,49,167.3,NA,40.3,NA,10587,7483,89,2144,930,2988,59080,9407,1534500000,9999000,5148000,5643000,297432000,2203200,2203200,2203200,182872080,1354608,1354608,1354608,314778240,3615696,127612.8,1914192
2017,"renville","CENTRAL",2000,2300,272511,87,207.1,21.5,52.5,30.2,20668,8769,183,11193,4827,7377,313786,15477,128340000,836280,430560,471960,38880000,288000,288000,288000,300872880,2228688,2228688,2228688,1671851808,19203703.2,677777.76,10166666.4
2017,"scott","CENTRAL",1800,3700,96,36,200.1,27.5,52.7,NA,5181,1092,240,752,706,9572,61535.1666666667,4151,206460000,1345320,692640,759240,34992000,259200,259200,259200,80695440,597744,597744,597744,327859368,3765952.2,132915.96,1993739.4
2017,"sherburne","CENTRAL",800,700,36,87,150.4,NA,NA,NA,9154,5887,115,1777,1011,4027,18030.2857142857,4173,39060000,254520,131040,143640,15552000,115200,115200,115200,81123120,600912,600912,600912,96065362.2857143,1103453.48571429,38945.4171428571,584181.257142857
2017,"sibley","CENTRAL",3100,7500,NA,22,206.2,NA,54.6,30,17431,13868,254,9486,2788,6756,106688,12828,418500000,2727000,1404000,1539000,60264000,446400,446400,446400,249376320,1847232,1847232,1847232,568433664,6529305.6,230446.08,3456691.2
2017,"stearns","CENTRAL",11700,67000,2734124,62,177.7,21,49.1,31.1,23258,17507,5798,3881,2511,4543,84707,37416,3738600000,24361200,12542400,13748400,227448000,1684800,1684800,1684800,727367040,5387904,5387904,5387904,451318896,5184068.4,182967.12,2744506.8
2017,"todd","CENTRAL",11300,14900,899194,54,154.7,20.5,36.6,NA,4361,4443,0,911,192,2012,10740,5236,831420000,5417640,2789280,3057480,219672000,1627200,1627200,1627200,101787840,753984,753984,753984,57222720,657288,23198.4,347976
2017,"wadena","CENTRAL",4400,3200,NA,38,164.1,NA,NA,NA,4547,4602,0,1236,0,1979,181,186,178560000,1163520,599040,656640,85536000,633600,633600,633600,3615840,26784,26784,26784,964368,11077.2,390.96,5864.4
2017,"wright","CENTRAL",3300,7000,311,66,182.6,NA,49.3,NA,12731,9723,871,4045,2778,6387,1045,7167,390600000,2545200,1310400,1436400,64152000,475200,475200,475200,139326480,1032048,1032048,1032048,5567760,63954,2257.2,33858
2017,"aitkin","EAST CENTRAL",4400,300,100,37,NA,14.5,30.5,NA,550,480,150,0,0,978,217,125,16740000,109080,56160,61560,85536000,633600,633600,633600,2430000,18000,18000,18000,1156176,13280.4,468.72,7030.8
2017,"anoka","EAST CENTRAL",400,200,29,32,153.3,NA,35.5,NA,4,52,10,0,0,7420,146,276,11160000,72720,37440,41040,7776000,57600,57600,57600,5365440,39744,39744,39744,777888,8935.2,315.36,4730.4
2017,"carlton","EAST CENTRAL",5400,1200,44,40,131.7,11,NA,NA,251,386,32,24,0,1295,491,187,66960000,436320,224640,246240,104976000,777600,777600,777600,3635280,26928,26928,26928,2616048,30049.2,1060.56,15908.4
2017,"chisago","EAST CENTRAL",2600,1700,138,48,143.8,NA,37.3,NA,5257,5768,0,1724,220,2996,1056,538,94860000,618120,318240,348840,50544000,374400,374400,374400,10458720,77472,77472,77472,5626368,64627.2,2280.96,34214.4
2017,"crow wing","EAST CENTRAL",4100,900,37,36,147.6,10.5,40.9,NA,0,0,0,0,0,1873,267,2421.25,50220000,327240,168480,184680,79704000,590400,590400,590400,47069100,348660,348660,348660,1422576,16340.4,576.72,8650.8
2017,"hennepin","EAST CENTRAL",1000,1600,110,47,171,NA,45.7,NA,59,61,0,27,0,19958,55,310,89280000,581760,299520,328320,19440000,144000,144000,144000,6026400,44640,44640,44640,293040,3366,118.8,1782
2017,"isanti","EAST CENTRAL",2400,1500,NA,42,157.6,NA,36.8,NA,2067,2027,62,798,0,3543,20543,733,83700000,545400,280800,307800,46656000,345600,345600,345600,14249520,105552,105552,105552,109453104,1257231.6,44372.88,665593.2
2017,"mille lacs","EAST CENTRAL",3900,2300,129,53,153.3,NA,36.4,NA,2033,2746,38,615,272,2225,589,2336,128340000,836280,430560,471960,75816000,561600,561600,561600,45411840,336384,336384,336384,3138192,36046.8,1272.24,19083.6
2017,"washington","EAST CENTRAL",1900,1200,NA,48,176.5,NA,47.7,NA,388,502,1,233,0,14210,103,533,66960000,436320,224640,246240,36936000,273600,273600,273600,10361520,76752,76752,76752,548784,6303.6,222.48,3337.2
2017,"becker","NORTHWEST",6400,6600,578604,53,NA,NA,38,35.2,10462,3844,4502,61,26,3058,24991,1969,368280000,2399760,1235520,1354320,124416000,921600,921600,921600,38277360,283536,283536,283536,133152048,1529449.2,53980.56,809708.4
2017,"clay","NORTHWEST",4300,900,NA,76,165.9,NA,41.1,32.4,40543,11123,13687,795,223,3771,22530,997,50220000,327240,168480,184680,83592000,619200,619200,619200,19381680,143568,143568,143568,120039840,1378836,48664.8,729972
2017,"clearwater","NORTHWEST",8900,600,74,47,NA,14,32.4,NA,852,1153,596,92,0,1070,538,959.8,33480000,218160,112320,123120,173016000,1281600,1281600,1281600,18658512,138211.2,138211.2,138211.2,2866464,32925.6,1162.08,17431.2
2017,"kittson","NORTHWEST",NA,NA,NA,60,133.1,17,35.2,27.6,18773,3291,1239,0,277,1995,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2017,"mahnomen","NORTHWEST",NA,800,NA,69,153.2,16.5,37.4,33.2,3496,1973,824,0,0,2406,16,279,44640000,290880,149760,164160,NA,NA,NA,NA,5423760,40176,40176,40176,85248,979.2,34.56,518.4
2017,"marshall","NORTHWEST",5100,300,NA,70,122.6,NA,29.7,27.6,26160,10606,15117,0,3828,2082,9,341,16740000,109080,56160,61560,99144000,734400,734400,734400,6629040,49104,49104,49104,47952,550.8,19.44,291.6
2017,"norman","NORTHWEST",1900,400,NA,79,156.7,NA,36.6,33.6,24420,7934,10139,329,574,3166,10106.25,147,22320000,145440,74880,82080,36936000,273600,273600,273600,2857680,21168,21168,21168,53846100,618502.5,21829.5,327442.5
2017,"pennington","NORTHWEST",4400,100,NA,72,119.2,NA,25.7,29.1,11877,9991,10133,3,2204,1967,654.5,204,5580000,36360,18720,20520,85536000,633600,633600,633600,3965760,29376,29376,29376,3487176,40055.4,1413.72,21205.8
2017,"polk","NORTHWEST",5900,1100,NA,77,NA,NA,38.4,31.2,33783,12805,16820,0,7597,3470,18081,892,61380000,399960,205920,225720,114696000,849600,849600,849600,17340480,128448,128448,128448,96335568,1106557.2,39054.96,585824.4
2017,"red lake","NORTHWEST",2900,700,NA,73,139.9,18,38.6,31.7,6350,4736,2676,141,1109,1823,1862,1513,39060000,254520,131040,143640,56376000,417600,417600,417600,29412720,217872,217872,217872,9920736,113954.4,4021.92,60328.8
2017,"roseau","NORTHWEST",7600,1400,253000,52,117.8,NA,28.4,NA,11591,10674,8298,74,1243,971,33,509,78120000,509040,262080,287280,147744000,1094400,1094400,1094400,9894960,73296,73296,73296,175824,2019.6,71.28,1069.2
2017,"blue earth","SOUTH CENTRAL",1600,600,131772,80,209.5,NA,58,NA,26882,24212,10624,1607,14439,7739,599573,5959,33480000,218160,112320,123120,31104000,230400,230400,230400,115842960,858096,858096,858096,3194524944,36693867.6,1295077.68,19426165.2
2017,"brown","SOUTH CENTRAL",2700,5200,225034,82,196.9,NA,54.8,24.2,27889,20092,339,22667,5175,7288,282668,22794,290160000,1890720,973440,1067040,52488000,388800,388800,388800,443115360,3282336,3282336,3282336,1506055104,17299281.6,610562.88,9158443.2
2017,"faribault","SOUTH CENTRAL",1300,1500,NA,87,215.3,NA,59.4,NA,4869,16352,8198,698,9617,6965,211593,7530,83700000,545400,280800,307800,25272000,187200,187200,187200,146383200,1084320,1084320,1084320,1127367504,12949491.6,457040.88,6855613.2
2017,"freeborn","SOUTH CENTRAL",3200,900,113000,84,211.5,NA,56,NA,4149,13929,4339,3566,9581,6369,291430,6875,50220000,327240,168480,184680,62208000,460800,460800,460800,133650000,990000,990000,990000,1552739040,17835516,629488.8,9442332
2017,"le sueur","SOUTH CENTRAL",1300,3500,101014,78,211.3,NA,55.5,NA,912,1431,454,517,4209,6918,98131,6006,195300000,1272600,655200,718200,25272000,187200,187200,187200,116756640,864864,864864,864864,522841968,6005617.2,211962.96,3179444.4
2017,"martin","SOUTH CENTRAL",1600,500,102010,87,214,NA,59.6,NA,3700,12351,9621,613,8166,7279,827589,11072,27900000,181800,93600,102600,31104000,230400,230400,230400,215239680,1594368,1594368,1594368,4409394192,50648446.8,1787592.24,26813883.6
2017,"nicollet","SOUTH CENTRAL",1200,10900,NA,81,205.8,NA,56.9,NA,3219,2223,124,2030,2286,7958,267990,4316,608220000,3963240,2040480,2236680,23328000,172800,172800,172800,83903040,621504,621504,621504,1427850720,16400988,578858.4,8682876
2017,"rice","SOUTH CENTRAL",3100,6500,387497,73,209.2,NA,53.5,NA,2229,3425,1469,455,1261,6377,167191,2242,362700000,2363400,1216800,1333800,60264000,446400,446400,446400,43584480,322848,322848,322848,890793648,10232089.2,361132.56,5416988.4
2017,"steele","SOUTH CENTRAL",2100,3100,332296,84,214.8,21.5,55.9,NA,5711,7702,3630,1055,2345,6300,141317,1306,172980000,1127160,580320,636120,40824000,302400,302400,302400,25388640,188064,188064,188064,752936976,8648600.4,305244.72,4578670.8
2017,"waseca","SOUTH CENTRAL",1300,1600,422016,83,215,NA,56.9,NA,1044,3201,881,600,2392,6960,271933,6511,89280000,581760,299520,328320,25272000,187200,187200,187200,126573840,937584,937584,937584,1448859024,16642299.6,587375.28,8810629.2
2017,"watonwan","SOUTH CENTRAL",900,300,NA,83,218.9,NA,60.9,NA,1628,4365,3200,184,2193,6571,381830,3779,16740000,109080,56160,61560,17496000,129600,129600,129600,73463760,544176,544176,544176,2034390240,23367996,824752.8,12371292
2017,"dakota","SOUTHEAST",2100,3800,NA,57,201.9,NA,52.5,NA,7684,7176,1242,5080,3076,7708,14493,10968,212040000,1381680,711360,779760,40824000,302400,302400,302400,213217920,1579392,1579392,1579392,77218704,886971.6,31304.88,469573.2
2017,"dodge","SOUTHEAST",1900,4600,330719,88,215.8,27,54.9,NA,3544,6367,2031,221,2692,6806,169168,5551,256680000,1672560,861120,943920,36936000,273600,273600,273600,107911440,799344,799344,799344,901327104,10353081.6,365402.88,5481043.2
2017,"fillmore","SOUTHEAST",16500,11300,NA,68,212.1,23.5,54.3,NA,12832,13793,1471,5997,3208,6266,143545,8237,630540000,4108680,2115360,2318760,320760000,2376000,2376000,2376000,160127280,1186128,1186128,1186128,764807760,8784954,310057.2,4650858
2017,"goodhue","SOUTHEAST",7300,17600,543043,70,211.1,NA,56,NA,28057,33214,5069,11880,8127,6365,103073,17293,982080000,6399360,3294720,3611520,141912000,1051200,1051200,1051200,336175920,2490192,2490192,2490192,549172944,6308067.6,222637.68,3339565.2
2017,"houston","SOUTHEAST",7800,8800,NA,45,197.6,NA,53.4,NA,3172,3968,774,933,637,5023,12703,4539,491040000,3199680,1647360,1805760,151632000,1123200,1123200,1123200,88238160,653616,653616,653616,67681584,777423.6,27438.48,411577.2
2017,"mower","SOUTHEAST",2900,4100,363016,84,214.2,NA,55.6,NA,10959,13941,5544,1043,10056,6530,307898,12776,228780000,1490760,767520,841320,56376000,417600,417600,417600,248365440,1839744,1839744,1839744,1640480544,18843357.6,665059.68,9975895.2
2017,"olmsted","SOUTHEAST",8200,10000,NA,71,206.1,NA,55.7,NA,2635,5824,1220,1542,1569,6509,23691,7929,5.58e+08,3636000,1872000,2052000,159408000,1180800,1180800,1180800,154139760,1141776,1141776,1141776,126225648,1449889.2,51172.56,767588.4
2017,"wabasha","SOUTHEAST",5700,19900,NA,60,210,NA,54.4,NA,2795,3844,0,2199,1655,5549,11603,5950,1110420000,7235640,3725280,4083480,110808000,820800,820800,820800,115668000,856800,856800,856800,61820784,710103.6,25062.48,375937.2
2017,"winona","SOUTHEAST",8500,25000,NA,49,195.5,24.5,52.8,NA,13314,13832,3476,3306,1261,6247,112381,8848,1.395e+09,9090000,4680000,5130000,165240000,1224000,1224000,1224000,172005120,1274112,1274112,1274112,598765968,6877717.2,242742.96,3641144.4
2017,"cottonwood","SOUTHWEST",3200,800,86045,87,207.5,20,56.5,NA,12262,11692,2020,11577,4186,7103,356536,22367,44640000,290880,149760,164160,62208000,460800,460800,460800,434814480,3220848,3220848,3220848,1899623808,21820003.2,770117.76,11551766.4
2017,"jackson","SOUTHWEST",NA,500,NA,87,205.5,NA,55.9,NA,3120,11379,3684,2780,2992,7508,278724,6540,27900000,181800,93600,102600,NA,NA,NA,NA,127137600,941760,941760,941760,1485041472,17057908.8,602043.84,9030657.6
2017,"lincoln","SOUTHWEST",5400,1800,NA,84,174.7,NA,47.6,NA,10509,5499,282,2949,325,4811,118694,9949,100440000,654480,336960,369360,104976000,777600,777600,777600,193408560,1432656,1432656,1432656,632401632,7264072.8,256379.04,3845685.6
2017,"lyon","SOUTHWEST",5300,2600,522333,84,183,NA,50.3,NA,18565,10935,223,10580,4005,6396,251248,33003,145080000,945360,486720,533520,103032000,763200,763200,763200,641578320,4752432,4752432,4752432,1338649344,15376377.6,542695.68,8140435.2
2017,"murray","SOUTHWEST",5500,3200,NA,86,197.1,NA,54.5,NA,15111,10727,713,11487,1917,6592,205046,22026,178560000,1163520,599040,656640,106920000,792000,792000,792000,428185440,3171744,3171744,3171744,1092485088,12548815.2,442899.36,6643490.4
2017,"nobles","SOUTHWEST",4400,5900,186011,90,193.4,NA,53.2,NA,8827,8605,6794,996,334,7590,393029,44897,329220000,2145240,1104480,1210680,85536000,633600,633600,633600,872797680,6465168,6465168,6465168,2094058512,24053374.8,848942.64,12734139.6
2017,"pipestone","SOUTHWEST",9100,6500,NA,83,186,NA,53.7,NA,7132,3845,1556,1190,399,6711,361314,22403,362700000,2363400,1216800,1333800,176904000,1310400,1310400,1310400,435514320,3226032,3226032,3226032,1925080992,22112416.8,780438.24,11706573.6
2017,"redwood","SOUTHWEST",4500,1100,552612,85,200.9,NA,55.1,27.7,11810,9611,49,13509,6073,6919,197170,27009,61380000,399960,205920,225720,87480000,648000,648000,648000,525054960,3889296,3889296,3889296,1050521760,12066804,425887.2,6388308
2017,"rock","SOUTHWEST",6000,3400,NA,85,206.1,NA,58.7,NA,11897,6548,2317,4815,1301,9086,299729,49782,189720000,1236240,636480,697680,116640000,864000,864000,864000,967762080,7168608,7168608,7168608,1596956112,18343414.8,647414.64,9711219.6
2017,"big stone","WEST CENTRAL",2100,400,NA,78,178.8,NA,45.5,NA,10352,4251,1009,1247,85,4547,47084,1065,22320000,145440,74880,82080,40824000,302400,302400,302400,20703600,153360,153360,153360,250863552,2881540.8,101701.44,1525521.6
